batch_num,cluster,cluster_name,products,product_count
21,1,cluster_1,"['Пр.из творога ДМ 24%.1000г.стабилобэг.4шт', 'Пр.пл.с сыром ломт.сол.БЛ.25%.Орб.280г.флоупак.10шт', 'Десерт творожн.СПОЗАРАНКУ.3%.с кокосом и миндалем.140г.ст.8шт', 'Йогурт.СПОЗАРАНКУ.2,5%.с киви.двухсл.130г.ст.8шт', 'Десерт творожн.СПОЗАРАНКУ.3%.с малиной.140г.ст.8шт', 'Десерт творожн.СПОЗАРАНКУ.3%.с грушей и бананом.140г.ст.8шт', 'Пл.пр.колб.копч.40%.ДМ.0,5кг/8кг.пл (нарезка)', 'Пр.твор.7Утра.5%.с вареньем клубничным.500г.конт.10шт', 'Пр.твор.7Утра.5%.с вареньем абрикосовым.500г.конт.10шт', 'Пр.скв.твор.со вкус.ванилина.БЛ.19%.450г.конт.10шт', 'Пр.скв.смет.ЛМ.20%.800г.вед.6шт', 'Пр.скв.смет.ЛМ.15%.800г.вед.6шт', 'Пр.скв.твор.Фермерский.Шакарян.28%.5кг.кор(Ж)', 'Пр.скв.твор.Фермерский.Шакарян.28%.5кг.кор', 'Пл.пр.ломт.БЛ.45%.Друж.280г.флоупак.10шт(Казахстан, Кыргызстан, Армения)', 'Пл.пр.колб.копч.40%.ЯК.0,5кг/8кг.пл (нарезка)(Кыргызстан)', 'ПРС.ДМ.82,5%.170г.фол.10шт', 'Пр.йогурт.7Утра.2,6%.с клубникой.500г.пак.10шт(Казахстан, Кыргызстан, Армения)']",18
22,1,cluster_1,"['Мас.82,5%.5кг.полиэт.&', 'Пр.пл.с сыром ломт.слад.БЛ.30%.шок.70г.фол.40шт(Кыргызстан)', 'Пр.пл.с сыром ломт.сол.БЛ.54%.Слив.70г.фол.40шт(Кыргызстан)', 'Пр.скв.твор.со вкус.ванилина.ДМ.23%.3кг.вед', 'Мас.72,5%.5кг.полиэт.%', 'Спр.ДК.72%.(№57).10кг.полиэт.', 'Мас.82,5%.5кг.полиэт.@', 'Десерт БЛ.7,2%.с вишн.130г.ст.8шт(Азербайджан)', 'Пр.пл.с сыром паст.слад.БЛ.30%.шок.100г.ван.30шт(Азербайджан)', 'Пр.пл.с сыром паст.сол.БЛ.55%.гриб.100.ван.30шт(Азербайджан)', 'Десерт с творогом БЛ.15%.с кусочками горького шоколада.700г.вед.6шт', 'Пр.скв.йогурт.Греческий.БЛ.2%.250г.стак.12шт(Азербайджан)', 'Десерт БЛ.7,2%.с абрик.130г.ст.8шт(Азербайджан)', 'Десерт БЛ.7,2%.с клубн.130г.ст.8шт(Азербайджан)', 'Пр.скв.твор.со вкус.пломбира.ДМ.19%.450г.конт.10шт', 'Спр.ДМ.82%.1000г.фол.6шт', 'Спр.ДМ.82%.180г.фол.10шт', 'Спр.ДМ.82%.500г.фол.8шт']",18
23,1,cluster_1,"['Пр.со смет.zakrama.20%.400г.пак.10шт(Беларусь)', 'Спр.ДК.62%.20кг.перг', 'Мас.82,5%.5кг.полиэт.', 'Твор.7Утра.5%.5кг.кор', 'Спр.БЛ.72%.5кг.перг(10%)', 'Твор.7Утра.5%.5кг.вед', 'Десерт творожн.7Утра.3%.с грушей и бананом.350г.ст.8шт', 'Йогурт.СПОЗАРАНКУ.2,5%.с вишней черешней.смешан.130г.ст.8шт', 'Йогурт.СПОЗАРАНКУ.2,5%.с черникой.двухсл.130г.ст.8шт', 'Пр.пл.с сыром паст.сол.БЛ.55%.ветч.100.ван.30шт(Азербайджан)', 'Спр.ВЭ.82,5%.1000г.фол.6шт', 'Спр.ВЭ.82,5%.180г.фол.10шт', 'Спр.ВЭ.82,5%.5кг.перг (Агровест)', 'Пр.йогурт.7Утра.2,5%.с соком дыни и клубники.350г.ст.12шт(Казахстан, Кыргызстан)', 'Пр.йогурт.7Утра.2,5%.с соком груши и банана.350г.ст.12шт(Казахстан, Кыргызстан)', 'Пр.скв.твор.с изюмом.ДМ.23%.3кг.вед', 'Масло сливочное крестьянское 72,5% I категория', 'Сыр.7Утра.Янтарный.30%.колб.0,5кг/8кг.пл (нарезка)']",18
24,1,cluster_1,"['Мас.КУ.82,5%.20кг.перг.', 'Мас.72,5%.5кг.полиэт.#', 'Пр.йогурт.ЛМ.0,1%.с соком манго и маракуйи.400г.пак.10шт', 'Масло сливочное крестьянское 72,5% IА категория', 'Спр.КП.82,5%.1000г.фол.6шт', 'Мол.тв.пр.Профи№4.БЛ.1%.5кг.кор №20', 'Мас.ЯЦ.61,5%.150г.фол.12шт', 'Спр.ВЭ.82,5%.500г.фол.10шт', 'Спр.ВЭ.82,5%.2000г.фол.3шт', 'Пр.йогурт.ЛМ.0,3%.с соком клубники и земляники.350г.ст.12шт(Армения)', 'Пр.йогурт.ЛМ.0,3%.с соком персика и абрикоса.350г.ст.12шт(Казахстан)', 'Мас.72,5%.10кг.полиэт.$', 'Спр.КП.82,5%.180г.фол.10шт', 'Пр.плав.сыр.ЯК.40%.колб.0,5кг/8кг.пл (нарезка)(Таджикистан, Туркменистан)', 'Спр.КП.82,5%.500г.фол.10шт', 'ПСС.72,5%.20кг.перг', 'Вкладыш к трудовой книжке', 'Спр.КП.82,5%.5кг.перг']",18
25,1,cluster_1,"['Спр.82%.5кг.перг.(БЭ)', 'Смесь топ.КП.99,8%.вед.1,7кг.6шт(экспорт)', 'Смесь топ.КП.99,8%.вед.2,5кг.6шт(экспорт)', 'Смесь топ.КП.99,8%.вед.4,2кг.3шт(экспорт)', 'Спр.72,5%.500г.перг.10шт&', 'Спр.КП.72,5%.1000г.фол.6шт(экспорт)', 'Йогурт.СПОЗАРАНКУ.2,5%.с вишн.двухсл.130г.ст.8шт', 'Йогурт.СПОЗАРАНКУ.2,5%.с клубникой.смешан.130г.ст.8шт', 'Йогурт.СПОЗАРАНКУ.2,5%.с абрикосом.смешан.130г.ст.8шт', 'Пр.пл.с сыром ломт.сол.БЛ.25%.Орб.70г.фол.40шт(Грузия)', 'Пр.плав.сыр.ЯК.40%.колб.500г.пл.16шт(Грузия)', 'Пр.пл.с сыром ломт.сол.БЛ.45%.Салат.70г.фол.40шт(Грузия)', 'Пр.из творога БЛ с курагой 23%.180г.ф/пак.8шт(Грузия)', 'Пр.пл.с сыром ломт.сол.БЛ.54%.Слив.70г.фол.40шт(Грузия)', 'Пр.пл.с сыром ломт.сол.БЛ.50%.Друж.70г.фол.40шт(Грузия)', 'Пр.из творога БЛ с вкус.ванилина 23%.180г.ф/пак.8шт(Грузия)', 'Пр.из творога БЛ с изюмом 23%.180г.ф/пак.8шт(Грузия)', 'Йогурт.7Утра.2,5%.с клубникой.смешан.130г.ст.8шт']",18
26,1,cluster_1,"['Десерт БЛ.ДН.10%.с кусочками горького шоколада.350г.ст.12шт(Казахстан)', 'Десерт с творогом БЛ.15%.с кусочками горького шоколада.3кг.вед (Азербайджан, Казахстан)', 'Спр.КП.82,5%.2000г.фол.3шт', 'Спр.КУ.72,5%.10кг.перг', 'Металлолом', 'Смесь топ.КП.99,8%.вед.800г.6шт(экспорт)', 'Йогурт.7Утра.2,5%.с абрикосом.смешан.130г.ст.8шт', 'Мол.пр.йогурт.БЛ.5,6%.с манго-маракуйей.3кг.вед', 'Мол.пр.йогурт.БЛ.5,6%.с абрик.3кг.вед', 'Мол.пр.йогурт.БЛ.5,6%.с черникой.3кг.вед', 'Йогурт.7Утра.2,5%.с вишней черешней.смешан.130г.ст.8шт', 'Мас.КУ.72,5%.20кг.полиэт.(заморозка)', 'Спр.КУ.82%.5кг.перг(Армения)', 'Спр.ДМ.82%.5кг.перг', 'Спр.БЛ.82%.1000г.фол.6шт', 'Мол.пр.йогурт.БЛ.5,6%.с клубн.3кг.вед', 'Мол.пр.йогурт.БЛ.5,6%.с малиной.3кг.вед', 'Мол.пр.йогурт.БЛ.5,6%.с вишн.3кг.вед']",18
27,1,cluster_1,"['Мол.пр.йогурт.БЛ.5,6%.с киви.3кг.вед', 'Мол.тв.пр.БЛ.Фермерский.2%.5кг.кор №28', 'Мол.твор.массы.Ягодкин со вкусом ванили.2%.5кг.кор №23', 'Мол.твор.массы.Ягодкин с изюмом.2%.5кг.кор №23', 'Мол.тв.пр.БЛ.Фермерский.2%.5кг.кор(Ж) №28', 'Спр.КП.82,5%.180г.фол.10шт(Казахстан)', 'Мас.82,5%.450г.фол.10шт', 'Мол.пр.творог.БЛ.15%. с клубн.3кг.вед', 'Мол.пр.творог.БЛ.15%. с кусочками горького шоколада.3кг.вед', 'Мол.тв.пр.БЛ.Домашний.2%.5кг.кор №28', 'Мол.тв.пр.БЛ.Фермерский.2%.3кг.вед №28', 'Мол.твор.массы.БЛ с изюмом.2%.3кг.вед №23', 'Мол.твор.массы.БЛ со вкусом ванили.2%.3кг.вед №23', 'Мол.твор.массы.БЛ с вишней и шоколадом.2%.3кг.вед №23', 'Мол.твор.массы.БЛ с курагой.2%.3кг.вед №23', 'Мас.ЛМ.82,5%.180г.фол.8шт', 'Мол.твор.массы.Ягодкин с вишней и шоколадом.2%.5кг.кор №23', 'Мол.тв.пр.БЛ.Домашний.2%.5кг.вед №28']",18
28,1,cluster_1,"['Спр.КП.72,5%.500г.фол.10шт(экспорт)', 'Пр.скв.твор.с курагой.БЛ.18%.450г.конт.10шт', 'Пр.скв.твор.со вкус.пломбира.ДМ.23%.5кг.кор', 'Спр.ДК.62%.5кг.полиэт.', 'Масло сливочное крестьянское 72,5% IIА категория', 'Пл.пр.ломт.БЛ.45%.Друж.280г.флоупак.10шт', 'Пр.скв.твор.со вкус.пломбира.БЛ.19%.450г.конт.10шт', 'Мол.твор.массы.Ягодкин с курагой.2%.5кг.кор №23', 'Мол.пр.плав.сыр.АБИ.40%.колб.1кг.пл.8шт', 'Пленка молочная Продукт со смет  zakrama 10% 400г', 'Мол.твор.массы.БЛ со вкусом ванили.2%.5кг.кор №23', 'Мол.твор.массы.БЛ с изюмом.2%.5кг.кор №23', 'Пр.йогурт.7Утра.2,5%.с соком персика и маракуйи.350г.ст.12шт(Казахстан, Кыргызстан)', 'Пр.йогурт.ЛМ.0,1%.с соком вишни и черешни.400г.пак.10шт(Кыргызстан)', 'Масса твор.с изюмом.ЛМ.5%.500г.конт.10шт(Светофор)', 'Масса твор.с ванилином.ЛМ.5%.500г.конт.10шт(Светофор)', 'Твор.5%.200г.ф/пак.18шт', 'Мол.пр.йогурт.ЙLine.10%.персик.3кг.вед']",18
29,1,cluster_1,"['Спр.ОВ.82,5%.1000г.фол.6шт', 'Смесь топ.КУ.99,8%.вед.800г.6шт', 'Пр.скв.твор.Домашний.БЛ.24%.3кг.вед(экспорт)', 'Спр.ОВ.82,5%.5кг.перг', 'Спр.ОВ.82%.500г.фол.8шт', 'Спр.ОВ.82%.180г.фол.10шт', 'Пр.плав.сыр.АБ.ЯК.45%.колб.0,5кг/8кг.пл(нарезка)(Беларусь)', 'Мол.пр.йогурт.ЙLine.10%.клубн.3кг.вед', 'Мас.ЛМ.72,5%.180г.фол.8шт', 'Пр.пл.с сыром паст.сол.БЛ.55%.гриб.100.ван.30шт', 'Марг.створ.БЛ.с изюмом.23%.3кг.вед', 'Десерт БЛ.7,2%.с ежевикой.3кг.вед', 'Марг.створ.БЛ.с курагой.23%.3кг.вед', 'Пл.пр.колб.копч.35%.ЯК.8кг.пл', 'Пл.пр.ломт.сол.БЛ.25%.Орб.70г.фол.40шт', 'Десерт БЛ.7,2%.с абрик.3кг.вед', 'Десерт БЛ.7,2%.с клубн.3кг.вед', 'Десерт БЛ.7,2%.с манго-маракуйей.3кг.вед']",18
30,1,cluster_1,"['Десерт БЛ.7,2%.с черникой.3кг.вед', 'Десерт БЛ.7,2%.с киви.3кг.вед', 'Десерт БЛ.7,2%.с вишн.3кг.вед', 'Пл.пр.ломт.слад.БЛ.25%.шок.70г.фол.40шт', 'Марг.створ.БЛ.Фермерский.28%.5кг.кор', 'Марг.створ.БЛ.с вишней и шоколадом.23%.3кг.вед', 'Марг.скв.смет.БЛ.Классическая.20%.5кг.вед.с змж', 'Десерт БЛ.7,2%.с малиной.3кг.вед', 'Десерт БЛ.7,2%.с персиком.3кг.вед', 'Марг.скв.смет.БЛ.Классическая.20%.3кг.вед.с змж', 'Десерт БЛ.7,2%.с чер.смород.3кг.вед', 'Марг.скв.смет.ДМ.20%.5кг.вед.с змж', 'Мас. BONVIDA.82,5%.1000г.фол.6шт.', 'Марг.створ.БЛ.Фермерский.28%.3кг.вед', 'Пудинг.шок.1,5%.175г.ст.8шт', 'Пр.скв.твор.Фермерский.БЛ.28%.5кг.кор', 'Марг.створ.Профи№2.БЛ.20%.5кг.кор', 'Десерт ЙLine.10%.персик.3кг.вед']",18
31,1,cluster_1,"['Десерт ЙLine.10%.банан.3кг.вед', 'Марг.ДК.72%.5кг.перг', 'ПРС БЛ.72,5%.5кг.полиэт.(30%)', 'Спр.БЛ.72%.500г.фол.8шт', 'Пл.пр.ломт.сол.БЛ.25%.Орб.70г.фол.20шт', 'Марг.створ.БЛ.с изюмом.23%.5кг.кор', 'Марг.ДК.72%.10кг.перг', 'Пл.пр.БЛ.45%.ШАР.Российск.400г.8шт', 'Марг.створ.Домашний.БЛ.28%.5кг.кор', 'Десерт ЙLine.10%.клубн.3кг.вед', 'Марг.створ.БЛ.со вкусом ванилина.23%.3кг.вед', 'Марг.БЛ.72%.5кг.перг(20%)', 'Марг.створ.БЛ.с вишней и шоколадом.23%.5кг.кор', 'Марг.ДК.62%.5кг.полиэт.', 'Спр.82%.5кг.перг.(БЭ)#', 'Пр.йогурт.7Утра.2,5%.с соком персика и маракуйи.130г.ст.8шт', 'Пр.йогурт.7Утра.2,5%.с соком дыни и клубники.130г.ст.8шт', 'Пр.йогурт.7Утра.2,5%.с соком груши и банана.130г.ст.8шт']",18
32,1,cluster_1,"['Пл.пр.паст.сол.ЯК.50%.180г.ван.20шт', 'Пл.пр.ломт.сол.БЛ.25%.Орб.280г.флоупак.10шт', 'Марг.БЛ.82%.5кг.перг.', 'Марг.створ.Домашний.БЛ.28%.5кг.вед', 'Пр.скв.твор.с курагой.ДМ.23%.3кг.вед', 'Пр.скв.твор.с вишней и шоколадом.ДМ.23%.3кг.вед', 'Пр.из творога ДМ 24%.1000г.стабилобэг.4шт(Казахстан, Армения)', 'Пл.пр.ломт.сол.БЛ.25%.Орб.280г.флоупак.10шт(Казахстан, Кыргызстан, Армения)', 'Пр.скв.твор.Фермерский.БЛ.28%.3кг.вед', 'Пл.пр.колб.копч.35%.ДМ.0,5кг/8кг.пл (нарезка)', 'Спр.82%.20кг.перг.(10%)', 'Биойогурт.Греческий.Фермерская коллекция.2%.250г.ст.12шт', 'Спр.82%.5кг.перг(без ТМ)', 'Марг.створ.БЛ.со вкусом ванилина.23%.5кг.кор', 'Марг.БЛ.72%.5кг.перг(10%)', 'Сыр.КП.40%.колб.0,5кг/8кг.пл.нарезка(Светофор)', 'Мол.пр.йогурт.ЙLine.10%.банан.3кг.вед', 'Спр.ДК.40%.20кг.полиэт.']",18
33,1,cluster_1,"['Мас.72,5%.20кг.полиэт.ОТ', 'Спр.82%.5кг.эколин.(БЭ)', 'ПРС.ДМ.82,5%.500г.фол.10шт', 'Пр.скв.смет.ДМ.25%.200г.стак.8шт', 'Мас.КУ.72,5%.400г.фол.6шт', 'Мол.твор.массы.Ягодкин с цукатами.2%.5кг.кор №23', 'Мас.82,5%.20 кг.полиэт(01030)', 'Мас.7Утра.82,5%.380г.фол.6шт', 'Мас.82,5%.10кг.полиэт.', 'Пл.пр.паст.слад.БЛ.30%.шок.100г.ван.30шт(Азербайджан)', 'Пл.пр.паст.сол.БЛ.50%.Янтар.100.ван.30шт(Азербайджан)', 'Пл.пр.БЛ.45%.ШАР.Российск.400г.8шт(Армения, Кыргызстан)', 'Спр.ДМ.82,5%.180г.фол.10шт(Туркменистан)', 'Спр.ДМ.82,5%.500г.фол.8шт(Туркменистан)', 'Пл.пр.ломт.сол.БЛ.50%.Слив.70г.фол.20шт', 'Марг.створ.БЛ.со вкусом пломбира.23%.5кг.кор', 'Марг.скв.смет.БЛ.Особая.20%.5кг.вед.с змж', 'Марг.БЛ.72%.5кг.полиэт.(30%)']",18
34,1,cluster_1,"['Пл.пр.колб.40%.пл.8кг.', 'Марг.82%.5кг.перг.(БЭ)#', 'ПРС.72,5%.20кг.экол.(30%)(БЭ)', 'Марг.82%.20кг.перг.(БЭ)', 'Марг.72%.5кг.перг.(30%)БЭ', 'Пл.пр.колб.копч.ЯК.35%.0,5кг/8кг.пл (нарезка)(Кыргызстан)', 'Марг.створ.БЛ.с курагой.23%.5кг.кор', 'Пр.скв.смет.БЛ.Классическая.20%.3кг.вед.с змж', 'Пр.скв.твор.Домашний.БЛ.28%.5кг.вед', 'Десерт.створ.БЛ.15%.с кусочками горького шоколада.3кг.вед', 'Пл.пр.колб.копч.ЯК.35%.0,5кг/8кг.пл (нарезка)(Таджикистан, Туркменистан)', 'Марг.БЛ.72%.5кг.перг.(цвет.кор)', 'Марг.72%.5кг.перг.(БЭ)#', 'Марг.БЛ.72%.10кг.полиэт.', 'Пр.скв.смет.ДМ.20%.500г.пак.10шт', 'Марг.КУ.72%.5 кг.перг.', 'Марг.КУ.48%.5кг.перг', 'Спр.ДП.82%.5кг.перг']",18
35,1,cluster_1,"['Поддон стандартный (1200мм * 800мм) (ДЛЯ ПРОДАЖИ) ', 'Марг.БЛ.82%.10кг.полиэт.', 'ПРС.72,5%.500г.перг.10шт&', 'Твор.7Утра.0,5%.180г.ф/пак.8шт(Кыргызстан)', 'Пл.пр.ломт.слад.БЛ.25%.шок.70г.фол.40шт(Кыргызстан)', 'Пл.пр.ломт.сол.БЛ.50%.Слив.70г.фол.40шт(Кыргызстан)', 'Пр.скв.твор.Домашний.БЛ.28%.5кг.кор', 'Масло сладко-сливочное 82,5% IА категория', 'Марг.ДМ.72%.5кг.перг', 'Пр.скв.твор.Профи№2.БЛ.20%.5кг.кор', 'Спр.72%.5кг.полиэт.(30%)(без ТМ)', 'Десерт с творогом ТАС.9%.с манго-маракуйей.350г.ст.12шт(Азербайджан)', 'Десерт с творогом ТАС.9%.с земляникой.350г.ст.12шт(Азербайджан)', 'Пр.пл.с сыром паст.сол.БЛ.55%.Друж.100г.ван.30шт(Азербайджан)', 'Спр.72%.5кг.перг.(БЭ)#', 'Йогурт.7Утра.2,5%.натуральный.350г.ст.8шт', 'ПРС.БЛ.72,5%.5кг.перг(20%)', 'ПРС Киз.Бур.72,5%.5кг.эколин. (30%)']",18
36,1,cluster_1,"['Спр.82%.20кг.перг.(БЭ)', 'Смесь топ.ДМ.99,8%.вед.800г.6шт(экспорт)', 'Десерт.створ.БЛ.15%.с клубн.3кг.вед', 'Мас.82,5%.5кг.полиэт.(без ТМ)', 'Пр.плав.сыр.ЯК.40%.колб.500г.пл.16шт(Таджикистан)', 'Пр.плав.сыр.ЯК.40%.колб.500г.пл.16шт(Армения)', 'Спр.ДМ.82%.2000г.фол.3шт', 'Мас.КУ.82,5%.5кг.полиэт.(61,5)', 'Мас.82,5%.5кг.полиэт.%', 'Спр.КУ.72%.5 кг.перг&', 'Новогодний подарок ', 'Пр.пл.с сыром паст.сол.БЛ.55%.Друж.100г.ван.30шт', 'Спр.82%.Фермерский.(50%).5кг.эколин', 'Пленка молочная Продукт со смет  zakrama 20% 400г', 'Спр.72%.20кг.перг.(30%)(БЭ)', 'Спр.Киз.Бур.72%.5кг.эколин. (30%) ', 'Спр.72%.5кг.эколин.(30%) (БЭ)', 'Спр.Больш.Кор.82%.перг.5кг.']",18
37,1,cluster_1,"['Сыр.Милквилл.30%.колб.300г.пл.12шт', 'Мас.82,5%.200г.фол.9шт', 'Пр.со смет.15%.300г.ст.6шт.с змж', 'Твор.365 дней.9%.180г.ф/пак.8шт', 'Пл.пр.ломт.слад.БЛ.25%.шок.70г.фол.40шт(Казахстан)', 'Спр.72%.5кг.эколин.(БЭ)', 'Мас.72,5%.5кг.полиэт.$', 'Мас.82,5%.5кг.полиэт.$$', 'Твор.7Утра.9%.180г.ф/пак.8шт', 'Пр.пл.с сыром ломт.сол.БЛ.54%.Слив.70г.фол.20шт', 'Мас.КУ.72,5%.5кг.полиэт.(заморозка)', 'Пр.йогурт.ЛМ.0,1%.с соком манго и маракуйи.400г.пак.6шт', 'Спр.72%.5кг.перг.(БЭ)', 'Пр.пл.с сыром ломт.сол.БЛ.50%.Друж.280г.флоупак.10шт', 'Спр.БЛ.72%.20кг.полиэт(СЗ КМП)']",15
