Номенклатура;Дата;Количество;Цена;Сумма;НДС;Контрагент;Организация
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2026-03-06 00:05:28;648.0;162.53;52659.2;9495.92;Лента ООО РЦ Лешино;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2026-03-03 23:59:57;448.0;148.4;33241.6;5994.39;ВРА-М ООО;"ООО ""7 Утра"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2026-03-03 18:42:43;448.0;158.01;35395.23;6382.75;Лента ООО РЦ Ижора;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2026-02-27 23:59:57;744.0;148.4;55204.8;9954.96;ВРА-М ООО;"ООО ""7 Утра"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2026-02-27 21:27:18;744.0;162.53;60460.56;10902.72;Лента ООО РЦ Лешино;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2026-02-26 23:59:57;944.0;148.4;70044.8;12631.03;ВРА-М ООО;"ООО ""7 Утра"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2026-02-26 05:30:57;944.0;150.5;71035.62;12809.7;Лента ООО РЦ Ростов ;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2026-02-25 23:59:57;888.0;148.4;65889.6;11881.73;ВРА-М ООО;"ООО ""7 Утра"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2026-02-25 11:39:03;888.0;150.5;66821.64;12049.8;Лента ООО РЦ Тольятти;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2026-02-24 23:59:57;1288.0;148.4;95569.6;17233.86;ВРА-М ООО;"ООО ""7 Утра"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2026-02-24 14:21:21;664.0;158.01;52460.78;9460.14;Лента ООО РЦ Ижора;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2026-02-24 08:29:27;624.0;220.19;68697.91;12388.15;Лента ООО РЦ Новосибирск;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2026-02-20 23:59:57;760.0;148.4;56392.0;10169.05;ВРА-М ООО;"ООО ""7 Утра"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2026-02-20 01:52:26;760.0;162.53;61760.79;11137.19;Лента ООО РЦ Лешино;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2026-02-17 23:59:57;864.0;148.4;64108.8;11560.6;ВРА-М ООО;"ООО ""7 Утра"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2026-02-17 22:24:03;496.0;158.01;39187.57;7066.61;Лента ООО РЦ Ижора;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2026-02-17 17:15:32;368.0;168.21;30951.3;5581.38;Лента ООО РЦ Екатеринбург;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2026-02-16 23:59:58;536.0;148.4;39771.2;7171.86;7 Утра ООО;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2026-02-12 23:59:57;1680.0;148.4;124656.0;22478.95;ВРА-М ООО;"ООО ""7 Утра"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2026-02-12 22:14:31;856.0;162.53;69562.16;12544.0;Лента ООО РЦ Лешино;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2026-02-12 06:36:20;824.0;150.5;62005.67;11181.35;Лента ООО РЦ Ростов ;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2026-02-11 23:59:57;880.0;148.4;65296.0;11774.69;ВРА-М ООО;"ООО ""7 Утра"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2026-02-11 22:59:52;880.0;150.5;66219.65;11941.25;Лента ООО РЦ Тольятти;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2026-02-10 23:59:57;1256.0;148.4;93195.2;16805.69;ВРА-М ООО;"ООО ""7 Утра"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2026-02-10 20:13:37;304.0;168.21;25568.47;4610.71;Лента ООО РЦ Екатеринбург;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2026-02-10 20:13:33;616.0;158.01;48668.44;8776.28;Лента ООО РЦ Ижора;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2026-02-10 20:13:29;336.0;220.19;36991.18;6670.54;Лента ООО РЦ Новосибирск;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2026-02-05 23:59:57;720.0;148.4;53424.0;9633.84;ВРА-М ООО;"ООО ""7 Утра"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2026-02-05 20:33:34;720.0;162.53;58510.22;10551.02;Лента ООО РЦ Лешино;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2026-02-04 23:59:57;720.0;148.4;53424.0;9633.84;ВРА-М ООО;"ООО ""7 Утра"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2026-02-04 00:21:12;320.0;168.21;26914.18;4853.38;Лента ООО РЦ Екатеринбург;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2026-02-04 00:21:09;400.0;158.01;31602.88;5698.88;Лента ООО РЦ Ижора;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2026-01-30 23:59:57;656.0;148.4;48675.2;8777.5;ВРА-М ООО;"ООО ""7 Утра"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2026-01-30 15:16:10;656.0;162.53;53309.32;9613.16;Лента ООО РЦ Лешино;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2026-01-29 23:59:58;272.0;148.4;20182.4;3639.45;7 Утра ООО;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2026-01-27 23:59:57;2272.0;148.4;168582.4;30400.1;ВРА-М ООО;"ООО ""7 Утра"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2026-01-27 13:40:24;272.0;168.21;22877.05;4125.37;Лента ООО РЦ Екатеринбург;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2026-01-27 13:40:19;600.0;150.5;45149.76;8141.76;Лента ООО РЦ Ростов ;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2026-01-27 13:40:15;632.0;220.19;69578.65;12546.97;Лента ООО РЦ Новосибирск;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2026-01-27 07:47:22;768.0;158.01;60677.53;10941.85;Лента ООО РЦ Ижора;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2026-01-23 23:59:57;664.0;148.4;49268.8;8884.54;ВРА-М ООО;"ООО ""7 Утра"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2026-01-23 11:49:46;664.0;162.53;53959.43;9730.39;Лента ООО РЦ Лешино;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2026-01-20 23:59:57;808.0;148.4;59953.6;10811.3;ВРА-М ООО;"ООО ""7 Утра"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2026-01-20 19:12:48;472.0;158.01;37291.4;6724.68;Лента ООО РЦ Ижора;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2026-01-20 07:00:32;336.0;168.21;28259.88;5096.04;Лента ООО РЦ Екатеринбург;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2026-01-15 23:59:57;536.0;148.4;39771.2;7171.86;ВРА-М ООО;"ООО ""7 Утра"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2026-01-15 16:32:55;8.0;162.53;650.11;117.23;Лента ООО РЦ Лешино;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2026-01-15 04:50:14;528.0;150.5;39731.79;7164.75;Лента ООО РЦ Ростов ;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2026-01-13 23:59:57;1168.0;148.4;86665.6;15628.22;ВРА-М ООО;"ООО ""7 Утра"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2026-01-13 15:15:34;272.0;168.21;22877.05;4125.37;Лента ООО РЦ Екатеринбург;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2026-01-13 15:15:29;536.0;158.01;42347.86;7636.5;Лента ООО РЦ Ижора;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2026-01-13 09:25:44;360.0;220.19;39633.41;7147.01;Лента ООО РЦ Новосибирск;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2026-01-06 23:59:57;1272.0;148.4;94382.4;17019.78;ВРА-М ООО;"ООО ""7 Утра"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2026-01-06 16:03:28;264.0;158.01;20857.9;3761.26;Лента ООО РЦ Ижора;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2026-01-06 10:10:49;544.0;162.53;44207.72;7971.88;Лента ООО РЦ Лешино;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2026-01-06 10:10:46;464.0;168.21;39025.56;7037.4;Лента ООО РЦ Екатеринбург;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2025-12-29 23:59:57;320.0;148.4;23744.0;3957.33;ВРА-М ООО;"ООО ""7 Утра"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2025-12-29 04:03:08;320.0;159.86;25578.24;4263.04;Лента ООО РЦ Лешино;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2025-12-27 23:59:57;464.0;148.4;34428.8;5738.13;ВРА-М ООО;"ООО ""7 Утра"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2025-12-27 16:14:41;464.0;148.03;34343.42;5723.9;Лента ООО РЦ Тольятти;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2025-12-26 23:59:57;712.0;148.4;52830.4;8805.07;ВРА-М ООО;"ООО ""7 Утра"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2025-12-26 13:58:28;272.0;165.46;22502.02;3750.34;Лента ООО РЦ Екатеринбург;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2025-12-26 11:05:47;336.0;159.86;26857.15;4476.19;Лента ООО РЦ Лешино;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2025-12-26 00:47:43;104.0;155.42;8082.05;1347.01;Лента ООО РЦ Ижора;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2025-12-25 23:59:57;456.0;148.4;33835.2;5639.2;ВРА-М ООО;"ООО ""7 Утра"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2025-12-25 05:02:07;456.0;148.03;33751.3;5625.22;Лента ООО РЦ Ростов ;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2025-12-23 23:59:57;480.0;148.4;35616.0;5936.0;ВРА-М ООО;"ООО ""7 Утра"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2025-12-23 17:59:16;224.0;155.42;17407.49;2901.25;Лента ООО РЦ Ижора;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2025-12-23 14:32:05;256.0;165.46;21178.37;3529.73;Лента ООО РЦ Екатеринбург;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2025-12-19 23:59:58;40.0;148.4;2968.0;494.67;7 Утра ООО;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2025-12-19 10:40:35;248.0;159.86;19823.14;3303.86;Лента ООО РЦ Лешино;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2025-12-17 23:59:57;816.0;148.4;60547.2;10091.2;ВРА-М ООО;"ООО ""7 Утра"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2025-12-17 09:07:08;320.0;165.46;26472.96;4412.16;Лента ООО РЦ Екатеринбург;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2025-12-17 09:07:04;208.0;155.42;16164.1;2694.02;Лента ООО РЦ Ижора;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2025-12-17 08:52:19;288.0;148.03;21316.61;3552.77;Лента ООО РЦ Тольятти;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2025-12-16 23:59:57;472.0;148.4;35022.4;5837.07;ВРА-М ООО;"ООО ""7 Утра"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2025-12-16 12:00:50;184.0;148.03;13618.94;2269.82;Лента ООО РЦ Ростов ;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2025-12-16 06:20:52;288.0;216.58;31186.94;5197.82;Лента ООО РЦ Новосибирск;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2025-12-12 23:59:57;272.0;148.4;20182.4;3363.73;ВРА-М ООО;"ООО ""7 Утра"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2025-12-12 13:21:19;272.0;159.86;21741.5;3623.58;Лента ООО РЦ Лешино;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2025-12-09 23:59:57;672.0;148.4;49862.4;8310.4;ВРА-М ООО;"ООО ""7 Утра"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2025-12-09 21:03:57;272.0;155.42;21137.66;3522.94;Лента ООО РЦ Ижора;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2025-12-09 14:31:32;400.0;165.46;33091.2;5515.2;Лента ООО РЦ Екатеринбург;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2025-12-08 23:59:58;304.0;148.4;22556.8;3759.47;7 Утра ООО;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2025-12-05 23:59:57;184.0;148.4;13652.8;2275.47;ВРА-М ООО;"ООО ""7 Утра"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2025-12-05 12:38:18;184.0;159.86;14707.49;2451.25;Лента ООО РЦ Лешино;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2025-12-03 23:59:57;376.0;148.4;27899.2;4649.87;ВРА-М ООО;"ООО ""7 Утра"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2025-12-03 05:15:54;376.0;148.03;27830.02;4638.34;Лента ООО РЦ Тольятти;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2025-12-02 23:59:57;1104.0;148.4;81916.8;13652.8;ВРА-М ООО;"ООО ""7 Утра"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2025-12-02 19:37:10;224.0;155.42;17407.49;2901.25;Лента ООО РЦ Ижора;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2025-12-02 07:57:17;168.0;165.46;13898.3;2316.38;Лента ООО РЦ Екатеринбург;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2025-12-02 07:57:15;280.0;148.03;20724.48;3454.08;Лента ООО РЦ Ростов ;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2025-12-02 07:57:12;432.0;216.58;46780.42;7796.74;Лента ООО РЦ Новосибирск;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2025-11-27 23:59:57;192.0;148.4;14246.4;2374.4;ВРА-М ООО;"ООО ""7 Утра"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2025-11-27 19:12:35;192.0;159.86;15346.94;2557.82;Лента ООО РЦ Лешино;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2025-11-25 23:59:57;584.0;148.4;43332.8;7222.13;ВРА-М ООО;"ООО ""7 Утра"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2025-11-25 22:36:53;280.0;155.42;21759.36;3626.56;Лента ООО РЦ Ижора;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2025-11-25 18:28:46;304.0;165.46;25149.31;4191.55;Лента ООО РЦ Екатеринбург;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2025-11-21 23:59:57;376.0;148.4;27899.2;4649.87;ВРА-М ООО;"ООО ""7 Утра"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2025-11-21 13:56:59;376.0;159.86;30054.43;5009.07;Лента ООО РЦ Лешино;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2025-11-18 23:59:57;1200.0;148.4;89040.0;14840.0;ВРА-М ООО;"ООО ""7 Утра"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2025-11-18 22:26:01;168.0;148.03;12434.69;2072.45;Лента ООО РЦ Тольятти;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2025-11-18 13:26:41;224.0;155.42;17407.49;2901.25;Лента ООО РЦ Ижора;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2025-11-18 09:22:17;392.0;165.46;32429.38;5404.9;Лента ООО РЦ Екатеринбург;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2025-11-18 09:22:12;120.0;148.03;8881.92;1480.32;Лента ООО РЦ Ростов ;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2025-11-18 07:17:23;296.0;216.58;32053.25;5342.21;Лента ООО РЦ Новосибирск;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2025-11-12 23:59:57;160.0;148.4;11872.0;1978.67;ВРА-М ООО;"ООО ""7 Утра"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2025-11-12 04:45:03;160.0;148.03;11842.56;1973.76;Лента ООО РЦ Тольятти;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2025-11-11 23:59:57;352.0;148.4;26118.4;4353.07;ВРА-М ООО;"ООО ""7 Утра"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2025-11-11 15:52:09;208.0;155.42;16164.1;2694.02;Лента ООО РЦ Ижора;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2025-11-11 06:00:24;144.0;148.03;10658.3;1776.38;Лента ООО РЦ Ростов ;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2025-11-07 23:59:57;632.0;148.4;46894.4;7815.73;ВРА-М ООО;"ООО ""7 Утра"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2025-11-07 19:42:06;632.0;159.86;50517.02;8419.5;Лента ООО РЦ Лешино;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2025-11-04 23:59:57;1232.0;148.4;91414.4;15235.73;ВРА-М ООО;"ООО ""7 Утра"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2025-11-04 21:31:56;104.0;148.03;7697.66;1282.94;Лента ООО РЦ Тольятти;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2025-11-04 13:13:06;120.0;155.42;9325.44;1554.24;Лента ООО РЦ Ижора;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2025-11-04 12:27:05;144.0;148.03;10658.3;1776.38;Лента ООО РЦ Ростов ;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2025-11-04 10:10:27;528.0;165.46;43680.38;7280.06;Лента ООО РЦ Екатеринбург;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2025-11-04 10:10:23;336.0;216.58;36384.77;6064.13;Лента ООО РЦ Новосибирск;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2025-10-31 23:59:58;544.0;148.4;40364.8;6727.47;7 Утра ООО;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2025-10-28 23:59:57;896.0;148.4;66483.2;11080.53;ВРА-М ООО;"ООО ""7 Утра"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2025-10-28 20:44:10;192.0;148.03;14211.07;2368.51;Лента ООО РЦ Тольятти;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2025-10-28 16:53:17;288.0;155.42;22381.06;3730.18;Лента ООО РЦ Ижора;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2025-10-28 11:17:33;416.0;148.03;30790.66;5131.78;Лента ООО РЦ Ростов ;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2025-10-27 23:59:58;120.0;148.4;8904.0;1484.0;7 Утра ООО;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2025-10-24 23:59:57;720.0;148.4;53424.0;8904.0;ВРА-М ООО;"ООО ""7 Утра"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2025-10-24 14:14:13;720.0;159.86;57551.04;9591.84;Лента ООО РЦ Лешино;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2025-10-21 23:59:57;1936.0;148.4;143651.2;23941.87;ВРА-М ООО;"ООО ""7 Утра"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2025-10-21 14:41:25;288.0;155.42;22381.06;3730.18;Лента ООО РЦ Ижора;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2025-10-21 13:44:04;240.0;148.03;17763.84;2960.64;Лента ООО РЦ Тольятти;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2025-10-21 09:11:38;840.0;165.46;69491.52;11581.92;Лента ООО РЦ Екатеринбург;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2025-10-21 05:47:54;96.0;148.03;7105.54;1184.26;Лента ООО РЦ Ростов ;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2025-10-21 05:47:50;472.0;216.58;51111.94;8518.66;Лента ООО РЦ Новосибирск;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2025-10-16 23:59:58;384.0;148.4;28492.8;4748.8;7 Утра ООО;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2025-10-14 23:59:57;944.0;148.4;70044.8;11674.13;ВРА-М ООО;"ООО ""7 Утра"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2025-10-14 22:08:29;296.0;148.03;21908.74;3651.46;Лента ООО РЦ Тольятти;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2025-10-14 18:50:13;264.0;155.42;20515.97;3419.33;Лента ООО РЦ Ижора;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2025-10-14 18:41:19;384.0;148.03;28422.14;4737.02;Лента ООО РЦ Ростов ;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2025-10-10 23:59:57;848.0;148.4;62921.6;10486.93;ВРА-М ООО;"ООО ""7 Утра"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2025-10-10 10:22:02;848.0;159.86;67782.34;11297.06;Лента ООО РЦ Лешино;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2025-10-07 23:59:57;1000.0;148.4;74200.0;12366.67;ВРА-М ООО;"ООО ""7 Утра"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2025-10-07 12:55:28;56.0;155.42;4351.87;725.31;Лента ООО РЦ Ижора;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2025-10-07 11:19:31;544.0;165.46;45004.03;7500.67;Лента ООО РЦ Екатеринбург;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2025-10-07 11:19:27;120.0;148.03;8881.92;1480.32;Лента ООО РЦ Ростов ;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2025-10-07 11:19:23;280.0;216.58;30320.64;5053.44;Лента ООО РЦ Новосибирск;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2025-09-30 23:59:57;304.0;148.4;22556.8;3759.47;ВРА-М ООО;"ООО ""7 Утра"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2025-09-30 07:05:52;304.0;155.42;23624.45;3937.41;Лента ООО РЦ Ижора;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2025-09-26 23:59:58;312.0;148.4;23150.4;3858.4;7 Утра ООО;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2025-09-25 23:59:57;608.0;148.4;45113.6;7518.93;ВРА-М ООО;"ООО ""7 Утра"""
