Номенклатура;Дата;Количество;Цена;Сумма;НДС;Контрагент;Организация
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2025-09-25 14:29:42;160.0;148.03;11842.56;1973.76;Лента ООО РЦ Ростов ;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2025-09-25 14:05:44;448.0;159.86;35809.54;5968.26;Лента ООО РЦ Лешино;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2025-09-23 23:59:57;1488.0;148.4;110409.6;18401.6;ВРА-М ООО;"ООО ""7 Утра"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2025-09-23 17:28:21;176.0;148.03;13026.82;2171.14;Лента ООО РЦ Тольятти;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2025-09-23 12:33:23;248.0;155.42;19272.58;3212.1;Лента ООО РЦ Ижора;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2025-09-23 09:15:45;552.0;165.46;45665.86;7610.98;Лента ООО РЦ Екатеринбург;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2025-09-23 07:24:33;512.0;216.58;55443.46;9240.58;Лента ООО РЦ Новосибирск;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2025-09-19 23:59:57;312.0;148.4;23150.4;3858.4;ВРА-М ООО;"ООО ""7 Утра"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2025-09-19 15:30:06;312.0;148.03;23092.99;3848.83;Лента ООО РЦ Ростов ;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2025-09-18 23:59:57;384.0;148.4;28492.8;4748.8;ВРА-М ООО;"ООО ""7 Утра"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2025-09-18 13:13:39;384.0;159.86;30693.89;5115.65;Лента ООО РЦ Лешино;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2025-09-16 23:59:57;392.0;148.4;29086.4;4847.73;ВРА-М ООО;"ООО ""7 Утра"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2025-09-16 17:54:11;152.0;148.03;11250.43;1875.07;Лента ООО РЦ Тольятти;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2025-09-16 03:54:53;240.0;155.42;18650.88;3108.48;Лента ООО РЦ Ижора;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2025-09-11 23:59:57;472.0;148.4;35022.4;5837.07;ВРА-М ООО;"ООО ""7 Утра"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2025-09-11 12:25:10;224.0;159.86;17904.77;2984.13;Лента ООО РЦ Лешино;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2025-09-11 05:08:43;248.0;148.03;18355.97;3059.33;Лента ООО РЦ Ростов ;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2025-09-09 23:59:57;1144.0;148.4;84884.8;14147.47;ВРА-М ООО;"ООО ""7 Утра"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2025-09-09 21:15:55;288.0;148.03;21316.61;3552.77;Лента ООО РЦ Тольятти;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2025-09-09 16:44:45;224.0;155.42;17407.49;2901.25;Лента ООО РЦ Ижора;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2025-09-09 11:56:03;440.0;165.46;36400.32;6066.72;Лента ООО РЦ Екатеринбург;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2025-09-09 11:55:58;192.0;216.58;20791.3;3465.22;Лента ООО РЦ Новосибирск;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2025-09-08 23:59:58;176.0;148.4;13059.2;2176.53;7 Утра ООО;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2025-09-08 23:59:58;248.0;148.4;18401.6;3066.93;7 Утра ООО;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2025-09-05 23:59:57;224.0;148.4;16620.8;2770.13;ВРА-М ООО;"ООО ""7 Утра"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2025-09-05 10:21:42;224.0;159.86;17904.77;2984.13;Лента ООО РЦ Лешино;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2025-09-04 23:59:57;248.0;148.4;18401.6;3066.93;ВРА-М ООО;"ООО ""7 Утра"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2025-09-04 03:09:14;248.0;148.03;18355.97;3059.33;Лента ООО РЦ Ростов ;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2025-09-03 23:59:57;200.0;148.4;14840.0;2473.33;ВРА-М ООО;"ООО ""7 Утра"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2025-09-03 08:12:24;200.0;148.03;14803.2;2467.2;Лента ООО РЦ Тольятти;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2025-09-02 23:59:57;176.0;148.4;13059.2;2176.53;ВРА-М ООО;"ООО ""7 Утра"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2025-09-02 15:11:28;176.0;155.42;13677.31;2279.55;Лента ООО РЦ Ижора;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2025-08-29 23:59:57;272.0;164.4;22358.4;3726.4;ВРА-М ООО;"ООО ""7 Утра"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2025-08-29 13:46:41;272.0;159.86;21741.5;3623.58;Лента ООО РЦ Лешино;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2025-08-28 23:59:57;160.0;164.4;13152.0;2192.0;ВРА-М ООО;"ООО ""7 Утра"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2025-08-28 05:34:40;160.0;148.03;11842.56;1973.76;Лента ООО РЦ Ростов ;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2025-08-27 23:59:57;968.0;164.4;79569.6;13261.6;ВРА-М ООО;"ООО ""7 Утра"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2025-08-27 12:40:22;552.0;165.46;45665.86;7610.98;Лента ООО РЦ Екатеринбург;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2025-08-27 12:40:18;240.0;155.42;18650.88;3108.48;Лента ООО РЦ Ижора;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2025-08-27 09:56:08;176.0;148.03;13026.82;2171.14;Лента ООО РЦ Тольятти;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2025-08-26 23:59:57;448.0;164.4;36825.6;6137.6;ВРА-М ООО;"ООО ""7 Утра"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2025-08-26 12:10:53;448.0;216.58;48513.02;8085.5;Лента ООО РЦ Новосибирск;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2025-08-25 23:59:58;104.0;164.4;8548.8;1424.8;7 Утра ООО;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2025-08-22 23:59:57;544.0;164.4;44716.8;7452.8;ВРА-М ООО;"ООО ""7 Утра"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2025-08-22 17:30:18;544.0;159.86;43483.01;7247.17;Лента ООО РЦ Лешино;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2025-08-21 23:59:57;104.0;164.4;8548.8;1424.8;ВРА-М ООО;"ООО ""7 Утра"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2025-08-21 02:48:32;104.0;148.03;7697.66;1282.94;Лента ООО РЦ Ростов ;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2025-08-19 23:59:57;360.0;164.4;29592.0;4932.0;ВРА-М ООО;"ООО ""7 Утра"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2025-08-19 23:01:27;144.0;148.03;10658.3;1776.38;Лента ООО РЦ Тольятти;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2025-08-19 13:48:29;216.0;155.42;16785.79;2797.63;Лента ООО РЦ Ижора;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2025-08-14 23:59:57;472.0;164.4;38798.4;6466.4;ВРА-М ООО;"ООО ""7 Утра"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2025-08-14 19:54:42;240.0;159.86;19183.68;3197.28;Лента ООО РЦ Лешино;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2025-08-14 03:57:06;232.0;148.03;17171.71;2861.95;Лента ООО РЦ Ростов ;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2025-08-12 23:59:57;1360.0;164.4;111792.0;18632.0;ВРА-М ООО;"ООО ""7 Утра"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2025-08-12 21:13:11;176.0;148.03;13026.82;2171.14;Лента ООО РЦ Тольятти;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2025-08-12 05:46:50;728.0;165.46;60225.98;10037.66;Лента ООО РЦ Екатеринбург;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2025-08-12 05:46:46;152.0;155.42;11812.22;1968.7;Лента ООО РЦ Ижора;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2025-08-12 05:46:43;304.0;216.58;32919.55;5486.59;Лента ООО РЦ Новосибирск;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2025-08-11 23:59:58;360.0;164.4;29592.0;4932.0;7 Утра ООО;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2025-08-08 23:59:57;360.0;164.4;29592.0;4932.0;ВРА-М ООО;"ООО ""7 Утра"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2025-08-08 10:59:33;360.0;159.86;28775.52;4795.92;Лента ООО РЦ Лешино;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2025-08-07 23:59:57;96.0;164.4;7891.2;1315.2;ВРА-М ООО;"ООО ""7 Утра"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2025-08-07 05:21:17;96.0;148.03;7105.54;1184.26;Лента ООО РЦ Ростов ;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2025-08-05 23:59:57;328.0;164.4;26961.6;4493.6;ВРА-М ООО;"ООО ""7 Утра"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2025-08-05 23:31:36;120.0;148.03;8881.92;1480.32;Лента ООО РЦ Тольятти;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2025-08-05 21:15:22;208.0;155.42;16164.1;2694.02;Лента ООО РЦ Ижора;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2025-08-04 23:59:58;64.0;164.4;5260.8;876.8;7 Утра ООО;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2025-08-01 23:59:57;400.0;164.4;32880.0;5480.0;ВРА-М ООО;"ООО ""7 Утра"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2025-08-01 16:55:55;400.0;159.86;31972.8;5328.8;Лента ООО РЦ Лешино;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2025-07-31 23:59:57;64.0;148.4;4748.8;791.47;ВРА-М ООО;"ООО ""7 Утра"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2025-07-31 09:12:56;64.0;148.03;4737.02;789.5;Лента ООО РЦ Ростов ;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2025-07-30 23:59:57;136.0;148.4;10091.2;1681.87;ВРА-М ООО;"ООО ""7 Утра"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2025-07-30 23:44:56;136.0;148.03;10066.18;1677.7;Лента ООО РЦ Тольятти;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2025-07-29 23:59:57;632.0;148.4;46894.4;7815.73;ВРА-М ООО;"ООО ""7 Утра"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2025-07-29 17:06:33;120.0;155.42;9325.44;1554.24;Лента ООО РЦ Ижора;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2025-07-29 12:38:16;512.0;216.58;55443.46;9240.58;Лента ООО РЦ Новосибирск;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2025-07-25 23:59:57;288.0;148.4;21369.6;3561.6;ВРА-М ООО;"ООО ""7 Утра"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2025-07-25 16:38:47;288.0;159.86;23020.42;3836.74;Лента ООО РЦ Лешино;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2025-07-24 23:59:57;192.0;148.4;14246.4;2374.4;ВРА-М ООО;"ООО ""7 Утра"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2025-07-24 03:44:43;192.0;148.03;14211.07;2368.51;Лента ООО РЦ Ростов ;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2025-07-23 23:59:57;144.0;148.4;10684.8;1780.8;ВРА-М ООО;"ООО ""7 Утра"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2025-07-23 04:30:56;144.0;148.03;10658.3;1776.38;Лента ООО РЦ Тольятти;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2025-07-22 23:59:57;216.0;148.4;16027.2;2671.2;ВРА-М ООО;"ООО ""7 Утра"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2025-07-22 23:30:25;216.0;155.42;16785.79;2797.63;Лента ООО РЦ Ижора;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2025-07-18 23:59:57;312.0;148.4;23150.4;3858.4;ВРА-М ООО;"ООО ""7 Утра"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2025-07-18 14:07:57;312.0;159.86;24938.78;4156.46;Лента ООО РЦ Лешино;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2025-07-16 23:59:57;224.0;148.4;16620.8;2770.13;ВРА-М ООО;"ООО ""7 Утра"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2025-07-16 21:51:40;224.0;148.03;16579.58;2763.26;Лента ООО РЦ Тольятти;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2025-07-15 23:59:57;1512.0;148.4;112190.4;18698.4;ВРА-М ООО;"ООО ""7 Утра"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2025-07-15 21:03:23;232.0;155.42;18029.18;3004.86;Лента ООО РЦ Ижора;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2025-07-15 16:21:59;768.0;165.46;63535.1;10589.18;Лента ООО РЦ Екатеринбург;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2025-07-15 16:21:52;80.0;148.03;5921.28;986.88;Лента ООО РЦ Ростов ;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2025-07-15 12:43:51;432.0;216.58;46780.42;7796.74;Лента ООО РЦ Новосибирск;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2025-07-11 23:59:57;888.0;148.4;65889.6;10981.6;ВРА-М ООО;"ООО ""7 Утра"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2025-07-11 15:21:25;296.0;155.42;23002.75;3833.79;Лента ООО РЦ Ижора;"ООО ""ВоронежАгро-М"""
